"DEPREG","MUPREG","MESREG","AÑOREG","DIAOCU","MESOCU","DEPOCU","MUPOCU","EDADHOM","EDADMUJ","GETHOM","GETMUJ","NACHOM","NACMUJ","ESCHOM","ESCMUJ","OCUHOM","OCUMUJ","year","PPERHOM","PPERMUJ","CIUOHOM","CIUOMUJ","AÑOOCU"
1,"0101",8,2015,17,3,1,"0101",999,999,NA,NA,320,720,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",9,2015,31,3,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",7,2015,31,3,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",9,2015,27,3,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",5,2015,27,3,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",6,2015,26,3,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",6,2015,26,3,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",6,2015,26,3,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",3,2016,25,3,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",8,2015,25,3,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",6,2015,25,3,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",5,2015,25,3,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",5,2015,25,3,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",7,2015,23,3,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",6,2015,23,3,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",5,2015,23,3,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",4,2015,23,3,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",5,2015,19,3,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",5,2015,19,3,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",8,2015,18,3,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",5,2015,18,3,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",5,2015,17,3,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",7,2015,16,3,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",4,2015,16,3,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",6,2015,12,3,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",5,2015,10,3,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",3,2015,9,3,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",12,2015,6,3,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",5,2015,6,3,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",5,2015,6,3,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",4,2015,6,3,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",5,2015,5,3,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",3,2015,2,3,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",6,2015,2,3,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,4,4,"98","98",2015
1,"0101",7,2015,16,3,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",4,2015,12,3,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",5,2016,11,3,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",5,2015,26,2,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",8,2015,17,2,1,"0101",999,999,NA,NA,320,840,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",8,2015,26,2,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",7,2015,26,2,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",6,2015,26,2,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",5,2015,23,2,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",5,2015,23,2,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",4,2015,23,2,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",3,2015,17,2,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",6,2015,16,2,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",4,2015,16,2,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",4,2015,13,2,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",3,2015,13,2,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",3,2015,13,2,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",12,2015,12,2,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",6,2015,12,2,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",6,2015,12,2,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",5,2015,12,2,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",3,2015,12,2,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",5,2015,10,2,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",5,2015,10,2,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",5,2015,10,2,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",3,2015,9,2,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",8,2015,5,2,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",5,2015,5,2,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",4,2015,5,2,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",4,2015,5,2,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",3,2015,5,2,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",6,2015,4,2,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",4,2015,3,2,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",3,2015,3,2,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",9,2015,2,2,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",4,2015,26,2,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",8,2015,3,2,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",2,2016,29,1,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",4,2015,29,1,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",3,2015,29,1,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",3,2015,29,1,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",4,2015,27,1,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",5,2015,26,1,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",3,2015,22,1,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",3,2015,21,1,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",11,2015,20,1,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",4,2015,20,1,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",5,2015,19,1,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",7,2015,15,1,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",3,2015,9,1,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",3,2015,9,1,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",4,2016,8,1,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",4,2015,8,1,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",7,2015,6,1,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",4,2015,5,1,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",3,2015,5,1,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",3,2015,9,1,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,4,4,"98","98",2015
1,"0101",4,2015,22,1,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",5,2015,21,1,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0102",3,2015,21,1,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0104",3,2016,6,4,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0108",1,2016,13,10,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0108",11,2015,11,9,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0108",12,2015,13,8,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0109",12,2015,1,12,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0111",11,2015,19,10,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0111",2,2015,20,1,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0113",9,2015,13,8,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0114",6,2016,17,12,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0114",11,2015,25,9,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0114",7,2015,7,7,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0114",8,2015,30,6,1,"0101",999,999,NA,NA,320,222,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0114",5,2015,28,4,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0115",1,2016,21,10,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0115",10,2015,6,10,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0115",1,2016,28,10,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0115",3,2016,15,10,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0115",12,2015,28,8,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0115",10,2015,7,8,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0115",10,2015,28,8,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,4,4,"98","98",2015
1,"0115",4,2015,7,4,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0117",10,2015,9,10,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0117",3,2016,8,10,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0117",10,2015,20,8,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0117",6,2015,27,5,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
2,"0208",10,2015,13,7,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
3,"0301",6,2015,30,4,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
3,"0308",3,2016,18,9,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
4,"0401",12,2015,4,11,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
4,"0401",9,2015,13,7,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
4,"0401",4,2015,25,3,1,"0101",42,34,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
5,"0501",6,2015,8,5,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
5,"0501",6,2015,8,5,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
6,"0601",11,2015,11,8,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
6,"0601",4,2015,26,1,1,"0101",999,999,NA,NA,320,840,9,9,NA,NA,2015,9,9,"98","98",2015
6,"0606",10,2015,17,6,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
9,"0901",2,2016,1,10,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
9,"0902",4,2016,30,12,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
10,"1001",5,2015,27,3,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
11,"1101",9,2015,10,8,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
13,"1301",8,2015,12,5,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
14,"1401",12,2015,22,10,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
16,"1601",12,2015,16,7,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
18,"1804",1,2016,26,10,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
22,"2202",8,2015,31,7,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",11,2015,13,8,1,"0101",999,999,NA,NA,344,320,9,9,NA,NA,2015,9,9,"98","98",2015
9,"0901",2,2016,2,2,9,"0901",47,40,NA,NA,484,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",11,2015,30,9,1,"0108",999,999,NA,NA,720,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",3,2015,18,2,1,"0101",999,999,NA,NA,840,320,9,9,NA,NA,2015,9,9,"98","98",2015
1,"0101",2,2015,16,1,1,"0101",999,999,NA,NA,9999,9999,9,9,NA,NA,2015,9,9,"98","98",2015
22,"2203",8,2015,10,7,22,"2203",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
22,"2201",4,2016,29,10,22,"2201",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
22,"2201",11,2015,24,8,22,"2201",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
22,"2201",12,2015,21,8,22,"2201",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
21,"2101",4,2015,17,3,21,"2104",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
1,"0101",5,2015,3,3,20,"2001",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
20,"2001",2,2016,7,12,20,"2001",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
20,"2001",12,2015,25,9,20,"2001",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
20,"2001",12,2015,28,8,20,"2001",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
20,"2001",1,2016,7,8,20,"2001",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
20,"2001",9,2015,4,8,20,"2001",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
20,"2001",9,2015,31,7,20,"2001",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
20,"2001",8,2015,18,6,20,"2001",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
20,"2001",6,2016,15,6,20,"2001",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
20,"2001",7,2015,27,5,20,"2001",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
20,"2001",7,2015,9,3,20,"2001",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
20,"2001",10,2015,3,2,20,"2001",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
20,"2002",8,2015,16,7,20,"2001",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
20,"2002",7,2015,24,4,20,"2001",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
20,"2011",11,2015,20,4,20,"2001",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
21,"2101",8,2015,17,7,20,"2001",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
1,"0101",9,2015,25,6,18,"1801",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
16,"1615",10,2015,10,3,18,"1801",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
18,"1801",3,2016,16,11,18,"1801",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
18,"1801",10,2015,30,9,18,"1801",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
18,"1801",3,2016,22,7,18,"1801",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
18,"1801",2,2016,24,7,18,"1801",999,999,NA,NA,320,320,9,9,NA,NA,2015,4,9,"98","99",2015
18,"1801",10,2015,3,6,18,"1801",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
18,"1801",5,2015,29,4,18,"1801",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
18,"1801",8,2015,21,4,18,"1801",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
18,"1801",4,2015,10,4,18,"1801",37,36,NA,NA,320,320,9,9,NA,NA,2015,4,4,"98","99",2015
18,"1801",5,2015,2,2,18,"1801",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
18,"1801",7,2015,28,1,18,"1801",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
18,"1802",7,2015,26,3,18,"1801",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
18,"1804",5,2015,27,4,18,"1801",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
1,"0101",5,2016,29,9,17,"1708",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
17,"1712",5,2016,11,12,17,"1708",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
17,"1703",1,2016,4,12,17,"1703",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
17,"1703",2,2015,29,1,17,"1703",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
17,"1701",6,2016,21,10,17,"1701",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
17,"1701",7,2015,15,5,17,"1701",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
1,"0101",9,2015,28,7,16,"1604",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
1,"0101",7,2015,19,2,12,"1216",999,24,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
12,"1213",3,2015,13,2,12,"1213",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
9,"0901",12,2015,16,9,9,"0903",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
9,"0901",4,2015,27,2,9,"0901",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
7,"0710",10,2015,15,4,7,"0710",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
6,"0611",7,2015,3,6,6,"0608",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
3,"0304",3,2015,30,1,3,"0304",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
3,"0301",3,2015,5,1,3,"0301",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
1,"0115",12,2015,16,11,1,"0115",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
1,"0101",1,2016,21,12,1,"0114",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
1,"0101",10,2015,9,9,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
1,"0101",10,2015,22,9,1,"0101",999,39,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
1,"0101",9,2015,10,8,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
1,"0101",8,2015,30,7,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
1,"0101",1,2016,30,4,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
1,"0103",2,2015,21,1,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
1,"0104",2,2016,3,12,1,"0101",999,999,NA,NA,320,320,9,9,NA,NA,2015,9,9,"98","99",2015
1,"0101",7,2015,12,3,1,"0101",999,46,NA,NA,222,320,9,5,NA,NA,2015,9,4,"98","12",2015
17,"1703",11,2015,25,9,18,"1801",999,25,NA,NA,320,320,9,5,NA,NA,2015,9,4,"98","12",2015
9,"0901",12,2015,24,7,9,"0901",37,36,NA,NA,320,320,9,5,NA,NA,2015,4,4,"98","21",2015
16,"1616",4,2016,25,11,16,"1607",999,48,NA,NA,320,320,9,5,NA,NA,2015,9,1,"98","22",2015
1,"0101",8,2015,10,4,1,"0102",34,38,NA,NA,320,276,9,5,NA,NA,2015,4,9,"98","23",2015
5,"0513",12,2015,25,6,1,"0102",30,29,NA,NA,320,320,9,5,NA,NA,2015,4,4,"98","23",2015
1,"0101",9,2015,10,8,1,"0101",46,40,NA,NA,320,320,9,5,NA,NA,2015,9,4,"98","23",2015
1,"0109",3,2015,9,2,1,"0101",999,42,NA,NA,320,320,9,5,NA,NA,2015,9,4,"98","23",2015
12,"1201",9,2015,21,7,12,"1201",33,31,NA,NA,320,320,9,5,NA,NA,2015,4,4,"98","24",2015
1,"0114",7,2015,1,7,1,"0115",41,41,NA,NA,320,340,9,5,NA,NA,2015,9,4,"98","24",2015
1,"0101",2,2016,9,12,1,"0108",39,32,NA,NA,320,320,9,5,NA,NA,2015,9,4,"98","24",2015
1,"0101",6,2015,23,3,1,"0101",999,30,NA,NA,320,320,9,5,NA,NA,2015,9,4,"98","26",2015
1,"0101",2,2016,3,12,1,"0108",30,31,NA,NA,320,320,9,5,NA,NA,2015,9,4,"98","52",2015
1,"0101",9,2015,31,3,1,"0101",47,31,NA,NA,188,320,9,5,NA,NA,2015,9,5,"98","98",2015
9,"0901",12,2015,15,6,9,"0901",33,26,NA,NA,320,320,9,5,NA,NA,2015,4,4,"98","98",2015
1,"0101",8,2015,13,5,1,"0101",29,27,NA,NA,320,320,9,5,NA,NA,2015,4,4,"98","98",2015
1,"0101",3,2015,2,2,1,"0101",999,34,NA,NA,320,320,9,5,NA,NA,2015,9,4,"98","98",2015
9,"0901",9,2015,19,3,9,"0901",28,26,NA,NA,320,320,9,4,NA,NA,2015,9,4,"98","1",2015
22,"2203",9,2015,11,8,19,"1901",27,27,NA,NA,320,320,9,4,NA,NA,2015,4,4,"98","23",2015
18,"1801",4,2016,15,7,18,"1801",999,50,NA,NA,320,320,9,4,NA,NA,2015,9,4,"98","23",2015
9,"0901",5,2015,23,1,9,"0901",999,999,NA,NA,320,320,9,4,NA,NA,2015,9,9,"98","23",2015
5,"0501",3,2015,13,1,5,"0505",33,26,NA,NA,320,320,9,4,NA,NA,2015,4,4,"98","23",2015
5,"0502",12,2015,4,9,5,"0502",29,29,NA,NA,320,320,9,4,NA,NA,2015,4,9,"98","23",2015
5,"0501",11,2015,22,9,5,"0501",999,999,NA,NA,320,320,9,4,NA,NA,2015,9,4,"98","23",2015
17,"1701",8,2015,30,4,1,"0115",999,999,NA,NA,320,320,9,4,NA,NA,2015,9,9,"98","23",2015
1,"0114",6,2015,3,2,1,"0114",30,27,NA,NA,320,320,9,4,NA,NA,2015,4,4,"98","23",2015
1,"0101",12,2015,29,10,1,"0101",999,999,NA,NA,320,320,9,4,NA,NA,2015,9,9,"98","23",2015
