"DEPREG","MUPREG","MESREG","AÑOREG","DIAOCU","MESOCU","DEPOCU","MUPOCU","EDADHOM","EDADMUJ","GETHOM","GETMUJ","NACHOM","NACMUJ","ESCHOM","ESCMUJ","OCUHOM","OCUMUJ","year","PPERHOM","PPERMUJ","CIUOHOM","CIUOMUJ","AÑOOCU"
1,"0101",5,2022,26,4,1,"0103",32,25,NA,NA,320,320,2,1,NA,NA,2022,4,9,"97","97",2022
1,"0101",9,2022,28,7,1,"0103",34,33,NA,NA,320,320,3,3,NA,NA,2022,4,4,"97","97",2022
1,"0103",6,2022,2,2,1,"0103",30,28,NA,NA,320,320,4,3,NA,NA,2022,4,4,"97","97",2022
1,"0113",11,2022,13,10,1,"0103",999,999,NA,NA,320,320,1,1,NA,NA,2022,9,9,"97","97",2022
1,"0101",2,2023,13,12,1,"0103",32,31,NA,NA,320,320,1,1,NA,NA,2022,4,4,"97","97",2022
1,"0101",10,2022,6,10,1,"0103",42,999,NA,NA,320,320,4,1,NA,NA,2022,4,9,"97","97",2022
1,"0103",11,2022,4,10,1,"0103",30,31,NA,NA,320,320,3,2,NA,NA,2022,4,4,"97","97",2022
16,"1610",10,2022,24,6,1,"0103",999,999,NA,NA,320,840,9,1,NA,NA,2022,9,5,"97","99",2022
2,"0201",10,2022,5,9,2,"0203",58,51,NA,NA,320,320,9,9,NA,NA,2022,4,9,"97","34",2022
1,"0111",2,2022,20,1,2,"0203",41,45,NA,NA,320,320,9,3,NA,NA,2022,4,4,"97","97",2022
2,"0201",7,2022,14,6,2,"0203",33,34,NA,NA,320,320,4,4,NA,NA,2022,4,4,"97","97",2022
2,"0201",6,2022,24,5,2,"0203",34,33,NA,NA,320,320,9,5,NA,NA,2022,4,4,"97","97",2022
1,"0101",12,2022,29,11,2,"0203",999,999,NA,NA,320,320,1,9,NA,NA,2022,9,9,"97","97",2022
2,"0201",8,2022,18,7,2,"0203",999,999,NA,NA,320,320,9,9,NA,NA,2022,9,9,"97","97",2022
4,"0401",8,2022,8,8,3,"0303",40,35,NA,NA,320,320,5,4,NA,NA,2022,9,9,"97","41",2022
17,"1705",8,2022,25,7,3,"0303",33,28,NA,NA,320,840,2,1,NA,NA,2022,4,9,"97","97",2022
10,"1021",6,2022,25,5,3,"0303",36,39,NA,NA,320,320,3,4,NA,NA,2022,5,4,"97","97",2022
20,"2007",5,2022,19,5,3,"0303",999,999,NA,NA,320,320,1,1,NA,NA,2022,9,9,"97","99",2022
6,"0601",10,2022,25,8,6,"0603",26,22,NA,NA,320,320,4,3,NA,NA,2022,4,4,"97","97",2022
9,"0901",8,2022,25,8,9,"0903",36,33,NA,NA,320,320,9,3,NA,NA,2022,9,1,"97","42",2022
9,"0903",8,2022,2,8,9,"0903",30,29,NA,NA,320,320,3,2,NA,NA,2022,1,4,"97","97",2022
9,"0901",10,2022,10,10,9,"0903",37,32,NA,NA,320,320,3,4,NA,NA,2022,1,4,"97","97",2022
9,"0901",7,2022,26,7,9,"0903",30,26,NA,NA,320,320,4,9,NA,NA,2022,1,1,"97","97",2022
1,"0101",3,2022,19,1,9,"0903",37,30,NA,NA,320,320,3,2,NA,NA,2022,4,4,"97","97",2022
9,"0901",5,2022,11,5,9,"0903",29,27,NA,NA,320,320,3,3,NA,NA,2022,1,1,"97","97",2022
9,"0903",10,2022,28,9,9,"0903",27,20,NA,NA,320,320,4,4,NA,NA,2022,4,1,"97","97",2022
9,"0901",8,2022,17,8,9,"0903",999,999,NA,NA,320,320,9,9,NA,NA,2022,9,9,"97","99",2022
10,"1003",11,2022,3,11,10,"1003",999,999,NA,NA,320,320,9,9,NA,NA,2022,9,9,"97","23",2022
10,"1001",9,2022,10,6,10,"1003",31,40,NA,NA,320,320,4,4,NA,NA,2022,4,4,"97","35",2022
11,"1109",1,2023,2,11,10,"1003",999,999,NA,NA,320,320,9,9,NA,NA,2022,9,9,"97","43",2022
10,"1001",10,2022,19,10,10,"1003",999,999,NA,NA,320,320,1,1,NA,NA,2022,4,4,"97","97",2022
10,"1003",1,2023,28,11,10,"1003",999,51,NA,NA,320,320,9,4,NA,NA,2022,9,4,"97","97",2022
10,"1003",8,2022,18,7,10,"1003",999,999,NA,NA,320,320,9,9,NA,NA,2022,9,9,"97","97",2022
10,"1003",11,2022,21,11,10,"1003",33,31,NA,NA,320,320,4,9,NA,NA,2022,4,4,"97","97",2022
10,"1003",2,2022,26,1,10,"1003",999,999,NA,NA,320,320,9,9,NA,NA,2022,9,9,"97","97",2022
10,"1003",4,2022,5,4,10,"1003",999,999,NA,NA,320,320,9,9,NA,NA,2022,9,9,"97","97",2022
10,"1003",12,2022,2,11,10,"1003",999,999,NA,NA,320,320,9,9,NA,NA,2022,9,9,"97","97",2022
1,"0101",7,2022,7,7,10,"1003",42,44,NA,NA,320,320,9,9,NA,NA,2022,4,4,"97","97",2022
11,"1103",4,2022,9,3,11,"1103",29,29,NA,NA,320,320,4,4,NA,NA,2022,4,4,"97","34",2022
13,"1303",10,2022,23,5,13,"1303",42,38,NA,NA,320,320,4,2,NA,NA,2022,4,4,"97","23",2022
14,"1403",9,2022,20,6,14,"1403",28,25,NA,NA,320,320,3,4,NA,NA,2022,1,4,"97","97",2022
14,"1406",6,2022,9,2,14,"1403",26,24,NA,NA,320,320,3,2,NA,NA,2022,1,9,"97","97",2022
14,"1403",10,2022,21,6,14,"1403",33,25,NA,NA,320,320,3,2,NA,NA,2022,4,5,"97","97",2022
1,"0103",2,2022,7,1,14,"1403",25,23,NA,NA,320,320,3,3,NA,NA,2022,4,4,"97","97",2022
15,"1503",9,2022,31,5,15,"1503",40,36,NA,NA,320,320,4,4,NA,NA,2022,4,4,"97","23",2022
15,"1503",1,2023,17,11,15,"1503",25,25,NA,NA,320,320,3,4,NA,NA,2022,4,1,"97","43",2022
15,"1503",12,2022,18,10,15,"1503",35,31,NA,NA,320,320,3,3,NA,NA,2022,1,4,"97","97",2022
15,"1503",2,2023,5,12,15,"1503",36,28,NA,NA,320,320,3,3,NA,NA,2022,1,1,"97","97",2022
1,"0101",6,2022,19,5,15,"1503",999,999,NA,NA,320,320,1,1,NA,NA,2022,9,9,"97","97",2022
1,"0101",6,2022,25,2,15,"1503",40,40,NA,NA,320,320,1,1,NA,NA,2022,9,9,"97","97",2022
22,"2202",8,2022,21,7,15,"1503",26,25,NA,NA,320,320,3,3,NA,NA,2022,1,4,"97","97",2022
1,"0101",8,2022,10,8,15,"1503",999,999,NA,NA,320,320,9,9,NA,NA,2022,9,9,"97","97",2022
15,"1503",1,2023,21,12,15,"1503",999,999,NA,NA,320,320,9,9,NA,NA,2022,9,9,"97","97",2022
16,"1602",8,2022,14,2,16,"1603",47,43,NA,NA,320,320,3,3,NA,NA,2022,1,4,"97","51",2022
1,"0111",9,2022,30,8,16,"1603",999,40,NA,NA,320,320,9,4,NA,NA,2022,9,1,"97","97",2022
16,"1609",7,2022,1,4,16,"1603",39,33,NA,NA,320,320,3,4,NA,NA,2022,4,4,"97","97",2022
16,"1601",6,2022,7,1,16,"1603",999,49,NA,NA,320,320,1,5,NA,NA,2022,9,4,"97","97",2022
22,"2205",3,2022,16,3,16,"1603",63,59,NA,NA,320,320,4,4,NA,NA,2022,4,4,"97","97",2022
17,"1701",2,2023,27,12,17,"1703",999,999,NA,NA,320,320,9,4,NA,NA,2022,9,9,"97","23",2022
17,"1703",6,2022,9,5,17,"1703",39,37,NA,NA,320,320,5,5,NA,NA,2022,4,4,"97","26",2022
17,"1703",8,2022,25,7,17,"1703",46,42,NA,NA,320,320,1,4,NA,NA,2022,9,9,"97","41",2022
17,"1703",9,2022,14,6,17,"1703",31,28,NA,NA,320,320,3,4,NA,NA,2022,4,4,"97","43",2022
17,"1703",3,2022,1,3,17,"1703",37,32,NA,NA,320,320,4,4,NA,NA,2022,4,4,"97","43",2022
17,"1703",10,2022,28,9,17,"1703",27,25,NA,NA,320,320,2,3,NA,NA,2022,4,4,"97","52",2022
17,"1703",11,2022,24,8,17,"1703",26,23,NA,NA,320,320,3,4,NA,NA,2022,4,4,"97","73",2022
17,"1703",2,2022,4,2,17,"1703",26,35,NA,NA,320,320,4,2,NA,NA,2022,4,4,"97","97",2022
17,"1703",5,2022,9,3,17,"1703",31,29,NA,NA,320,320,3,3,NA,NA,2022,4,4,"97","97",2022
17,"1701",6,2022,31,5,17,"1703",999,999,NA,NA,320,320,1,1,NA,NA,2022,9,9,"97","97",2022
17,"1703",8,2022,2,6,17,"1703",999,999,NA,NA,320,320,1,1,NA,NA,2022,4,4,"97","97",2022
17,"1703",8,2022,13,5,17,"1703",27,23,NA,NA,320,320,2,2,NA,NA,2022,4,4,"97","97",2022
17,"1703",9,2022,30,8,17,"1703",31,27,NA,NA,320,320,3,4,NA,NA,2022,4,4,"97","97",2022
17,"1705",11,2022,9,9,17,"1703",25,23,NA,NA,320,320,4,4,NA,NA,2022,4,4,"97","97",2022
17,"1703",9,2022,24,6,17,"1703",39,999,NA,NA,320,320,1,9,NA,NA,2022,4,4,"97","97",2022
17,"1701",10,2022,14,9,17,"1703",999,999,NA,NA,320,320,9,9,NA,NA,2022,9,9,"97","97",2022
17,"1701",8,2022,21,7,17,"1703",999,999,NA,NA,320,320,9,9,NA,NA,2022,9,9,"97","97",2022
17,"1704",6,2022,25,4,17,"1703",999,999,NA,NA,320,320,1,1,NA,NA,2022,4,4,"97","99",2022
17,"1703",2,2023,26,10,17,"1703",999,999,NA,NA,320,320,9,9,NA,NA,2022,9,9,"97","99",2022
17,"1703",5,2022,17,3,17,"1703",999,999,NA,NA,320,320,9,9,NA,NA,2022,4,4,"97","99",2022
17,"1701",12,2022,5,10,17,"1703",999,999,NA,NA,320,320,9,9,NA,NA,2022,9,9,"97","99",2022
17,"1703",1,2023,4,11,17,"1703",999,999,NA,NA,320,320,9,9,NA,NA,2022,4,4,"97","99",2022
18,"1801",11,2022,11,10,18,"1803",36,35,NA,NA,320,320,4,4,NA,NA,2022,4,4,"97","97",2022
19,"1903",6,2022,19,4,19,"1903",34,39,NA,NA,320,320,4,9,NA,NA,2022,4,4,"97","33",2022
1,"0101",4,2022,28,3,19,"1903",34,33,NA,NA,320,320,2,2,NA,NA,2022,4,4,"97","97",2022
19,"1903",1,2023,27,9,19,"1903",30,23,NA,NA,320,320,3,3,NA,NA,2022,4,4,"97","97",2022
20,"2001",10,2022,11,8,20,"2003",36,33,NA,NA,320,320,4,2,NA,NA,2022,4,4,"97","97",2022
20,"2007",8,2022,19,7,21,"2103",31,27,NA,NA,320,320,4,3,NA,NA,2022,4,4,"97","97",2022
21,"2103",12,2022,24,11,21,"2103",999,999,NA,NA,320,320,9,9,NA,NA,2022,9,9,"97","97",2022
21,"2101",3,2022,10,2,21,"2103",32,30,NA,NA,320,320,9,9,NA,NA,2022,9,9,"97","97",2022
21,"2101",2,2023,4,11,22,"2203",50,31,NA,NA,320,320,3,5,NA,NA,2022,4,4,"97","26",2022
1,"0115",11,2022,8,11,22,"2203",38,39,NA,NA,320,320,1,4,NA,NA,2022,9,4,"97","41",2022
22,"2201",9,2022,24,8,22,"2203",24,24,NA,NA,320,320,2,3,NA,NA,2022,5,9,"97","97",2022
1,"0101",2,2023,12,12,22,"2203",999,45,NA,NA,320,320,9,2,NA,NA,2022,9,4,"97","97",2022
21,"2101",3,2023,12,9,22,"2203",23,20,NA,NA,320,320,3,4,NA,NA,2022,4,4,"97","97",2022
1,"0111",1,2023,22,12,1,"0104",999,999,NA,NA,320,320,9,9,NA,NA,2022,4,4,"97","51",2022
1,"0101",1,2023,21,11,1,"0104",31,34,NA,NA,320,320,2,4,NA,NA,2022,9,4,"97","52",2022
1,"0101",11,2022,29,9,1,"0104",29,28,NA,NA,320,320,2,3,NA,NA,2022,4,4,"97","81",2022
1,"0101",3,2022,9,2,1,"0104",999,999,NA,NA,320,320,1,9,NA,NA,2022,9,9,"97","97",2022
1,"0101",10,2022,5,10,1,"0104",999,999,NA,NA,320,320,9,9,NA,NA,2022,9,9,"97","97",2022
1,"0101",3,2022,2,3,1,"0104",999,999,NA,NA,320,320,9,9,NA,NA,2022,4,4,"97","97",2022
10,"1010",11,2022,13,10,2,"0204",999,999,NA,NA,320,320,9,9,NA,NA,2022,9,9,"97","26",2022
2,"0201",7,2022,18,7,2,"0204",45,40,NA,NA,320,320,3,2,NA,NA,2022,4,4,"97","97",2022
2,"0201",5,2022,28,4,2,"0204",999,999,NA,NA,320,320,9,9,NA,NA,2022,9,9,"97","97",2022
3,"0305",4,2022,15,3,3,"0304",40,31,NA,NA,320,320,4,4,NA,NA,2022,1,1,"97","35",2022
3,"0304",5,2022,26,4,3,"0304",999,999,NA,NA,320,320,9,9,NA,NA,2022,9,9,"97","97",2022
3,"0304",6,2022,3,6,3,"0304",999,999,NA,NA,320,320,9,9,NA,NA,2022,9,9,"97","97",2022
4,"0401",8,2022,30,6,3,"0304",999,999,NA,NA,320,320,9,9,NA,NA,2022,9,9,"97","97",2022
1,"0116",3,2022,9,2,4,"0404",999,999,NA,NA,320,320,9,9,NA,NA,2022,9,9,"97","23",2022
4,"0404",12,2022,29,9,4,"0404",27,25,NA,NA,320,320,3,2,NA,NA,2022,1,1,"97","97",2022
4,"0401",3,2023,13,5,4,"0404",27,25,NA,NA,320,320,4,4,NA,NA,2022,1,1,"97","97",2022
4,"0404",4,2022,25,3,4,"0404",999,999,NA,NA,320,320,9,9,NA,NA,2022,9,9,"97","97",2022
5,"0504",11,2022,5,9,5,"0504",999,999,NA,NA,320,320,9,9,NA,NA,2022,9,9,"97","23",2022
5,"0511",10,2022,1,8,5,"0504",27,25,NA,NA,320,320,4,4,NA,NA,2022,4,4,"97","34",2022
5,"0504",12,2022,13,10,5,"0504",999,999,NA,NA,320,320,9,9,NA,NA,2022,9,9,"97","41",2022
5,"0504",2,2023,5,12,5,"0504",33,30,NA,NA,320,320,1,1,NA,NA,2022,4,4,"97","97",2022
1,"0101",8,2022,12,8,5,"0504",31,29,NA,NA,320,320,4,1,NA,NA,2022,9,9,"97","97",2022
5,"0504",5,2022,31,1,5,"0504",28,25,NA,NA,320,320,4,4,NA,NA,2022,4,4,"97","97",2022
5,"0504",12,2022,7,9,5,"0504",38,31,NA,NA,320,320,1,1,NA,NA,2022,4,4,"97","97",2022
5,"0512",5,2022,24,5,5,"0504",26,24,NA,NA,320,320,2,4,NA,NA,2022,4,4,"97","97",2022
5,"0504",7,2022,20,4,5,"0504",999,999,NA,NA,320,320,9,9,NA,NA,2022,9,9,"97","97",2022
7,"0701",6,2022,23,5,7,"0704",29,29,NA,NA,320,320,3,2,NA,NA,2022,1,1,"97","97",2022
7,"0701",8,2022,16,6,7,"0704",25,27,NA,NA,840,320,4,4,NA,NA,2022,5,1,"97","97",2022
9,"0901",3,2022,9,3,8,"0804",31,26,NA,NA,320,320,2,2,NA,NA,2022,1,1,"97","97",2022
9,"0901",8,2022,24,8,8,"0804",25,23,NA,NA,320,320,4,4,NA,NA,2022,1,4,"97","97",2022
8,"0804",7,2022,21,6,8,"0804",26,25,NA,NA,320,320,4,4,NA,NA,2022,1,1,"97","97",2022
9,"0904",3,2022,6,1,9,"0904",28,28,NA,NA,320,320,3,9,NA,NA,2022,4,4,"97","43",2022
10,"1008",8,2022,22,3,10,"1004",26,27,NA,NA,320,320,4,4,NA,NA,2022,4,4,"97","97",2022
9,"0901",10,2022,4,10,10,"1004",47,36,NA,NA,320,320,4,4,NA,NA,2022,4,4,"97","97",2022
10,"1001",9,2022,2,9,10,"1004",39,37,NA,NA,320,320,4,4,NA,NA,2022,9,9,"97","97",2022
10,"1009",10,2022,12,9,10,"1004",36,31,NA,NA,320,320,4,5,NA,NA,2022,1,4,"97","97",2022
10,"1021",8,2022,25,1,10,"1004",999,999,NA,NA,320,320,9,9,NA,NA,2022,9,9,"97","97",2022
13,"1301",2,2022,2,2,13,"1304",999,999,NA,NA,320,320,9,9,NA,NA,2022,9,9,"97","99",2022
1,"0102",9,2022,20,7,14,"1404",25,22,NA,NA,320,840,4,5,NA,NA,2022,4,5,"97","97",2022
15,"1508",4,2022,8,4,16,"1604",27,24,NA,NA,320,320,4,3,NA,NA,2022,1,1,"97","51",2022
16,"1601",10,2022,28,3,16,"1604",45,38,NA,NA,320,320,5,4,NA,NA,2022,4,4,"97","97",2022
16,"1604",1,2023,25,4,16,"1604",37,38,NA,NA,320,320,9,9,NA,NA,2022,1,1,"97","97",2022
15,"1501",2,2023,12,8,16,"1604",999,999,NA,NA,320,320,9,9,NA,NA,2022,9,9,"97","97",2022
17,"1704",1,2023,8,11,17,"1704",40,37,NA,NA,320,320,4,4,NA,NA,2022,4,4,"97","23",2022
17,"1701",8,2022,26,7,17,"1704",27,25,NA,NA,320,320,4,4,NA,NA,2022,4,4,"97","97",2022
17,"1701",1,2023,22,12,17,"1704",38,38,NA,NA,320,320,4,4,NA,NA,2022,4,4,"97","97",2022
18,"1801",10,2022,16,3,18,"1804",49,37,NA,NA,320,320,9,4,NA,NA,2022,4,4,"97","34",2022
18,"1804",4,2022,24,2,18,"1804",30,26,NA,NA,320,320,3,4,NA,NA,2022,4,4,"97","41",2022
18,"1801",10,2022,1,3,18,"1804",39,33,NA,NA,320,320,4,4,NA,NA,2022,4,4,"97","41",2022
18,"1801",6,2022,11,5,18,"1804",42,39,NA,NA,320,320,3,4,NA,NA,2022,4,4,"97","43",2022
17,"1701",10,2022,12,8,18,"1804",34,35,NA,NA,320,320,9,2,NA,NA,2022,4,4,"97","51",2022
18,"1804",2,2022,15,2,18,"1804",32,34,NA,NA,320,320,2,2,NA,NA,2022,4,4,"97","97",2022
18,"1801",9,2022,18,8,18,"1804",34,27,NA,NA,320,320,3,3,NA,NA,2022,1,4,"97","97",2022
18,"1801",10,2022,18,8,18,"1804",30,23,NA,NA,320,320,3,3,NA,NA,2022,4,4,"97","97",2022
18,"1801",7,2022,13,7,18,"1804",37,25,NA,NA,320,320,3,3,NA,NA,2022,4,4,"97","97",2022
18,"1801",11,2022,21,1,18,"1804",32,30,NA,NA,320,320,3,4,NA,NA,2022,4,4,"97","97",2022
18,"1801",6,2023,7,9,18,"1804",25,29,NA,NA,320,320,3,4,NA,NA,2022,5,4,"97","97",2022
18,"1801",11,2022,12,10,18,"1804",35,27,NA,NA,320,320,4,4,NA,NA,2022,4,4,"97","97",2022
1,"0101",1,2023,15,12,18,"1804",999,999,NA,NA,320,320,9,9,NA,NA,2022,9,9,"97","99",2022
19,"1904",6,2022,16,2,19,"1904",59,49,NA,NA,320,320,4,4,NA,NA,2022,4,4,"97","52",2022
19,"1904",7,2022,6,4,19,"1904",32,29,NA,NA,320,320,3,2,NA,NA,2022,4,4,"97","97",2022
1,"0101",6,2022,16,5,19,"1904",999,999,NA,NA,320,320,9,9,NA,NA,2022,9,9,"97","97",2022
20,"2002",7,2022,26,4,20,"2004",27,25,NA,NA,320,320,3,3,NA,NA,2022,4,4,"97","97",2022
21,"2101",8,2022,14,6,21,"2104",31,33,NA,NA,320,320,4,4,NA,NA,2022,4,4,"97","23",2022
21,"2101",9,2022,1,7,21,"2104",40,39,NA,NA,320,320,9,4,NA,NA,2022,4,4,"97","23",2022
1,"0101",5,2022,27,4,21,"2104",25,22,NA,NA,320,320,3,3,NA,NA,2022,4,4,"97","97",2022
1,"0101",3,2022,25,2,1,"0105",25,25,NA,NA,320,320,4,4,NA,NA,2022,4,4,"97","34",2022
10,"1001",7,2022,30,5,1,"0105",45,42,NA,NA,320,320,4,2,NA,NA,2022,4,4,"97","97",2022
1,"0101",11,2022,26,10,1,"0105",37,31,NA,NA,320,320,4,4,NA,NA,2022,4,9,"97","97",2022
1,"0104",8,2022,8,8,1,"0105",33,27,NA,NA,320,320,3,3,NA,NA,2022,4,4,"97","97",2022
1,"0101",9,2022,5,9,1,"0105",34,24,NA,NA,320,320,4,4,NA,NA,2022,4,4,"97","97",2022
1,"0101",6,2022,1,3,1,"0105",28,28,NA,NA,320,320,4,4,NA,NA,2022,4,4,"97","97",2022
1,"0101",11,2022,24,8,1,"0105",49,44,NA,NA,320,320,5,5,NA,NA,2022,4,4,"97","97",2022
2,"0205",1,2023,11,11,2,"0205",54,51,NA,NA,320,320,2,2,NA,NA,2022,4,4,"97","97",2022
2,"0201",3,2022,16,3,2,"0205",27,32,NA,NA,320,320,2,2,NA,NA,2022,4,4,"97","97",2022
1,"0115",2,2023,12,8,5,"0505",26,25,NA,NA,320,320,4,4,NA,NA,2022,4,4,"97","97",2022
1,"0101",1,2023,19,9,5,"0505",30,29,NA,NA,320,320,4,4,NA,NA,2022,4,4,"97","97",2022
5,"0505",9,2022,19,7,5,"0505",27,30,NA,NA,320,320,5,4,NA,NA,2022,4,4,"97","97",2022
7,"0705",5,2022,10,2,7,"0705",23,23,NA,NA,320,320,4,4,NA,NA,2022,1,1,"97","97",2022
7,"0701",3,2023,1,9,8,"0805",47,41,NA,NA,320,320,5,4,NA,NA,2022,1,1,"97","41",2022
8,"0805",1,2023,19,12,8,"0805",28,24,NA,NA,320,320,3,4,NA,NA,2022,4,1,"97","43",2022
8,"0805",3,2022,11,2,8,"0805",999,999,NA,NA,320,320,1,1,NA,NA,2022,9,9,"97","97",2022
9,"0920",10,2022,29,7,8,"0805",999,999,NA,NA,320,320,1,1,NA,NA,2022,1,1,"97","97",2022
14,"1401",12,2022,8,8,8,"0805",24,22,NA,NA,320,320,2,2,NA,NA,2022,9,1,"97","97",2022
8,"0805",3,2022,14,2,8,"0805",56,52,NA,NA,320,320,1,1,NA,NA,2022,9,9,"97","97",2022
8,"0805",5,2022,9,5,8,"0805",31,30,NA,NA,320,320,2,2,NA,NA,2022,1,1,"97","97",2022
8,"0805",3,2023,29,11,8,"0805",22,21,NA,NA,320,320,2,2,NA,NA,2022,4,4,"97","97",2022
8,"0805",4,2022,22,3,8,"0805",21,20,NA,NA,320,320,3,4,NA,NA,2022,1,4,"97","97",2022
8,"0805",6,2022,25,4,8,"0805",40,42,NA,NA,320,320,4,4,NA,NA,2022,1,1,"97","97",2022
9,"0901",11,2022,23,9,9,"0905",30,27,NA,NA,320,320,4,1,NA,NA,2022,4,9,"97","97",2022
10,"1003",3,2022,22,2,10,"1005",35,27,NA,NA,320,320,4,4,NA,NA,2022,4,4,"97","97",2022
10,"1005",7,2022,8,6,10,"1005",999,999,NA,NA,320,320,9,9,NA,NA,2022,9,9,"97","97",2022
10,"1005",2,2022,18,1,10,"1005",999,999,NA,NA,320,320,9,9,NA,NA,2022,9,9,"97","97",2022
1,"0101",6,2022,8,6,10,"1005",999,999,NA,NA,320,320,9,9,NA,NA,2022,9,9,"97","99",2022
11,"1103",9,2022,6,9,11,"1105",999,999,NA,NA,320,320,1,9,NA,NA,2022,9,9,"97","23",2022
11,"1106",8,2022,6,7,11,"1105",31,27,NA,NA,320,320,4,5,NA,NA,2022,9,4,"97","23",2022
11,"1104",9,2022,18,8,11,"1105",28,29,NA,NA,320,320,3,4,NA,NA,2022,4,4,"97","43",2022
9,"0916",11,2022,14,11,11,"1105",31,23,NA,NA,320,320,4,4,NA,NA,2022,9,4,"97","97",2022
9,"0919",11,2022,16,8,11,"1105",30,30,NA,NA,320,320,2,3,NA,NA,2022,4,9,"97","97",2022
9,"0901",3,2022,31,1,11,"1105",35,35,NA,NA,320,320,4,5,NA,NA,2022,4,4,"97","97",2022
11,"1105",7,2022,21,6,11,"1105",43,31,NA,NA,320,320,9,9,NA,NA,2022,9,9,"97","97",2022
11,"1106",6,2022,18,5,11,"1105",999,999,NA,NA,320,320,9,9,NA,NA,2022,9,9,"97","99",2022
14,"1405",7,2022,13,1,14,"1405",35,28,NA,NA,320,320,4,3,NA,NA,2022,1,1,"97","97",2022
1,"0101",4,2022,8,3,15,"1505",26,22,NA,NA,320,320,3,3,NA,NA,2022,4,4,"97","97",2022
16,"1605",5,2022,6,5,16,"1605",32,31,NA,NA,320,320,9,4,NA,NA,2022,1,1,"97","23",2022
1,"0101",9,2022,8,8,16,"1605",40,39,NA,NA,320,320,4,4,NA,NA,2022,4,4,"97","97",2022
17,"1712",1,2023,2,12,17,"1705",24,37,NA,NA,320,320,3,5,NA,NA,2022,4,4,"97","22",2022
17,"1705",9,2022,22,7,17,"1705",33,32,NA,NA,320,320,3,4,NA,NA,2022,4,4,"97","34",2022
17,"1705",12,2022,14,10,17,"1705",27,22,NA,NA,320,320,3,2,NA,NA,2022,4,4,"97","97",2022
17,"1705",11,2022,5,10,17,"1705",27,24,NA,NA,320,320,4,4,NA,NA,2022,4,4,"97","97",2022
18,"1801",12,2022,7,6,18,"1805",30,24,NA,NA,320,320,4,5,NA,NA,2022,4,4,"97","23",2022
18,"1805",4,2022,17,2,18,"1805",28,26,NA,NA,320,320,4,4,NA,NA,2022,4,4,"97","23",2022
18,"1805",7,2022,16,2,18,"1805",26,21,NA,NA,320,320,4,2,NA,NA,2022,4,4,"97","97",2022
1,"0101",6,2022,31,3,18,"1805",41,39,NA,NA,320,320,2,2,NA,NA,2022,4,4,"97","97",2022
18,"1801",2,2022,24,1,18,"1805",31,24,NA,NA,320,320,3,4,NA,NA,2022,1,4,"97","97",2022
18,"1804",4,2022,15,2,18,"1805",45,40,NA,NA,320,320,3,4,NA,NA,2022,4,4,"97","97",2022
18,"1801",6,2022,28,3,18,"1805",28,27,NA,NA,320,320,4,4,NA,NA,2022,4,4,"97","97",2022
18,"1801",8,2022,14,6,18,"1805",999,999,NA,NA,320,320,1,9,NA,NA,2022,9,9,"97","97",2022
19,"1901",3,2022,14,1,18,"1805",999,999,NA,NA,320,320,9,9,NA,NA,2022,9,9,"97","97",2022
18,"1801",10,2022,13,6,18,"1805",999,999,NA,NA,320,320,9,9,NA,NA,2022,9,9,"97","97",2022
18,"1801",9,2022,20,7,18,"1805",999,999,NA,NA,320,320,9,9,NA,NA,2022,9,9,"97","97",2022
1,"0101",10,2022,20,7,19,"1905",39,36,NA,NA,320,320,9,2,NA,NA,2022,4,4,"97","97",2022
20,"2005",7,2022,20,4,20,"2005",36,33,NA,NA,320,320,3,4,NA,NA,2022,4,4,"97","23",2022
22,"2205",6,2022,25,3,22,"2205",30,31,NA,NA,320,320,4,4,NA,NA,2022,4,4,"97","11",2022
22,"2205",8,2022,11,3,22,"2205",30,33,NA,NA,320,320,3,5,NA,NA,2022,4,4,"97","24",2022
1,"0101",3,2022,2,3,22,"2205",37,30,NA,NA,320,320,2,9,NA,NA,2022,4,4,"97","43",2022
1,"0115",7,2022,3,6,22,"2205",31,31,NA,NA,320,320,4,4,NA,NA,2022,4,4,"97","43",2022
22,"2205",2,2022,31,1,22,"2205",30,36,NA,NA,320,320,4,4,NA,NA,2022,4,4,"97","43",2022
1,"0101",7,2022,25,5,22,"2205",31,33,NA,NA,320,320,2,4,NA,NA,2022,9,9,"97","52",2022
1,"0101",3,2022,17,1,22,"2205",45,42,NA,NA,320,320,4,4,NA,NA,2022,9,4,"97","97",2022
22,"2205",12,2022,30,11,22,"2205",30,28,NA,NA,320,320,3,4,NA,NA,2022,4,4,"97","97",2022
6,"0601",3,2022,4,3,22,"2205",34,35,NA,NA,320,320,4,4,NA,NA,2022,4,4,"97","97",2022
1,"0106",4,2022,17,3,1,"0106",32,28,NA,NA,320,320,4,4,NA,NA,2022,4,4,"97","32",2022
1,"0101",10,2022,9,8,1,"0106",35,38,NA,NA,320,320,5,5,NA,NA,2022,4,4,"97","26",2022
1,"0102",3,2022,1,2,1,"0106",37,33,NA,NA,320,320,4,4,NA,NA,2022,4,4,"97","41",2022
1,"0101",5,2022,7,4,1,"0106",30,30,NA,NA,320,320,3,3,NA,NA,2022,4,4,"97","52",2022
1,"0101",6,2022,18,5,1,"0106",38,39,NA,NA,320,320,9,9,NA,NA,2022,4,4,"97","81",2022
